id,zone,municipality,area,station,type,eoi,component,latitude,longitude,timestep,isVisible,unit,values
36,Stor-Oslo,Oslo,Oslo,Manglerud,Veinær stasjon,NO0071A,NO2,59.89864,10.8149,3600,True,µg/m³,"[{'fromTime': '2017-01-01T00:00:00+01:00', 'toTime': '2017-01-01T01:00:00+01:00', 'value': 33.656246, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T01:00:00+01:00', 'toTime': '2017-01-01T02:00:00+01:00', 'value': 66.923648, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T02:00:00+01:00', 'toTime': '2017-01-01T03:00:00+01:00', 'value': 45.079216, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T03:00:00+01:00', 'toTime': '2017-01-01T04:00:00+01:00', 'value': 63.750189, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T04:00:00+01:00', 'toTime': '2017-01-01T05:00:00+01:00', 'value': 60.040693, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T05:00:00+01:00', 'toTime': '2017-01-01T06:00:00+01:00', 'value': 40.123382, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T06:00:00+01:00', 'toTime': '2017-01-01T07:00:00+01:00', 'value': 23.945583, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T07:00:00+01:00', 'toTime': '2017-01-01T08:00:00+01:00', 'value': 39.285531, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T08:00:00+01:00', 'toTime': '2017-01-01T09:00:00+01:00', 'value': 20.969613, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T09:00:00+01:00', 'toTime': '2017-01-01T10:00:00+01:00', 'value': 29.914668, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T10:00:00+01:00', 'toTime': '2017-01-01T11:00:00+01:00', 'value': 26.948923, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T11:00:00+01:00', 'toTime': '2017-01-01T12:00:00+01:00', 'value': 53.85404, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T12:00:00+01:00', 'toTime': '2017-01-01T13:00:00+01:00', 'value': 60.636371, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T13:00:00+01:00', 'toTime': '2017-01-01T14:00:00+01:00', 'value': 67.90336, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T14:00:00+01:00', 'toTime': '2017-01-01T15:00:00+01:00', 'value': 114.729004, 'qualityControlled': True, 'index': 2, 'color': 'ff9900'}, {'fromTime': '2017-01-01T15:00:00+01:00', 'toTime': '2017-01-01T16:00:00+01:00', 'value': 31.941761, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T16:00:00+01:00', 'toTime': '2017-01-01T17:00:00+01:00', 'value': 40.508356, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T17:00:00+01:00', 'toTime': '2017-01-01T18:00:00+01:00', 'value': 40.723873, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T18:00:00+01:00', 'toTime': '2017-01-01T19:00:00+01:00', 'value': 32.197053, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T19:00:00+01:00', 'toTime': '2017-01-01T20:00:00+01:00', 'value': 27.516625, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T20:00:00+01:00', 'toTime': '2017-01-01T21:00:00+01:00', 'value': 26.227342, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T21:00:00+01:00', 'toTime': '2017-01-01T22:00:00+01:00', 'value': 60.8043, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T22:00:00+01:00', 'toTime': '2017-01-01T23:00:00+01:00', 'value': 57.580885, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T23:00:00+01:00', 'toTime': '2017-01-02T00:00:00+01:00', 'value': 70.276346, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}]"
38,Stor-Oslo,Oslo,Oslo,Manglerud,Veinær stasjon,NO0071A,PM10,59.89864,10.8149,3600,True,µg/m³,"[{'fromTime': '2017-01-01T00:00:00+01:00', 'toTime': '2017-01-01T01:00:00+01:00', 'value': 305.36, 'qualityControlled': True, 'index': 3, 'color': 'ff0000'}, {'fromTime': '2017-01-01T01:00:00+01:00', 'toTime': '2017-01-01T02:00:00+01:00', 'value': 258.06, 'qualityControlled': True, 'index': 3, 'color': 'ff0000'}, {'fromTime': '2017-01-01T02:00:00+01:00', 'toTime': '2017-01-01T03:00:00+01:00', 'value': 103.84, 'qualityControlled': True, 'index': 2, 'color': 'ff9900'}, {'fromTime': '2017-01-01T03:00:00+01:00', 'toTime': '2017-01-01T04:00:00+01:00', 'value': 54.23, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T04:00:00+01:00', 'toTime': '2017-01-01T05:00:00+01:00', 'value': 35.75, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T05:00:00+01:00', 'toTime': '2017-01-01T06:00:00+01:00', 'value': 17.16, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T06:00:00+01:00', 'toTime': '2017-01-01T07:00:00+01:00', 'value': 3.08, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T07:00:00+01:00', 'toTime': '2017-01-01T08:00:00+01:00', 'value': 8.36, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T08:00:00+01:00', 'toTime': '2017-01-01T09:00:00+01:00', 'value': 8.03, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T09:00:00+01:00', 'toTime': '2017-01-01T10:00:00+01:00', 'value': 6.93, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T10:00:00+01:00', 'toTime': '2017-01-01T11:00:00+01:00', 'value': 8.47, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T11:00:00+01:00', 'toTime': '2017-01-01T12:00:00+01:00', 'value': 13.86, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T12:00:00+01:00', 'toTime': '2017-01-01T13:00:00+01:00', 'value': 20.24, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T13:00:00+01:00', 'toTime': '2017-01-01T14:00:00+01:00', 'value': 33.22, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T14:00:00+01:00', 'toTime': '2017-01-01T15:00:00+01:00', 'value': 57.2, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T15:00:00+01:00', 'toTime': '2017-01-01T16:00:00+01:00', 'value': 36.85, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T16:00:00+01:00', 'toTime': '2017-01-01T17:00:00+01:00', 'value': 35.53, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T17:00:00+01:00', 'toTime': '2017-01-01T18:00:00+01:00', 'value': 35.31, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T18:00:00+01:00', 'toTime': '2017-01-01T19:00:00+01:00', 'value': 33.55, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T19:00:00+01:00', 'toTime': '2017-01-01T20:00:00+01:00', 'value': 28.93, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T20:00:00+01:00', 'toTime': '2017-01-01T21:00:00+01:00', 'value': 27.83, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T21:00:00+01:00', 'toTime': '2017-01-01T22:00:00+01:00', 'value': 47.41, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T22:00:00+01:00', 'toTime': '2017-01-01T23:00:00+01:00', 'value': 44.44, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}, {'fromTime': '2017-01-01T23:00:00+01:00', 'toTime': '2017-01-02T00:00:00+01:00', 'value': 42.9, 'qualityControlled': True, 'index': 1, 'color': '6ee86e'}]"
