,year,month,value
253,1996,2,0.05
254,1996,3,0.0
255,1996,4,0.0
256,1996,5,1.0
257,1996,6,0.35
258,1996,7,0.0
259,1996,8,0.05
260,1996,9,0.0
261,1996,10,0.75
262,1996,11,1.35
263,1996,12,0.0
264,1997,1,0.0
265,1997,2,0.025
266,1997,3,0.0
267,1997,4,0.0
268,1997,5,0.15
269,1997,6,0.025
270,1997,7,0.1
271,1997,8,0.0
272,1997,9,0.0
273,1997,10,0.0
274,1997,11,0.075
275,1997,12,0.55
276,1998,1,0.2
277,1998,2,0.05
278,1998,3,0.05
279,1998,4,1.275
280,1998,5,0.0
281,1998,6,1.1
282,1998,7,1.5
283,1998,8,1.35
284,1998,9,0.0
285,1998,10,0.2
286,1998,11,0.05
287,1998,12,0.25
288,1999,1,1.35
289,1999,2,0.0
290,1999,3,3.05
291,1999,4,0.15
292,1999,5,0.0
293,1999,6,3.8
294,1999,7,0.0
295,1999,8,0.0
296,1999,9,0.2
297,1999,10,0.0
298,1999,11,0.05
299,1999,12,0.45
300,2000,1,0.0
301,2000,2,0.05
302,2000,3,0.0
303,2000,4,0.85
304,2000,5,0.0
305,2000,6,0.7
306,2000,7,0.7
307,2000,8,1.7
308,2000,9,0.0
309,2000,10,3.35
310,2000,11,8.2
311,2000,12,1.3
312,2001,1,0.25
313,2001,2,0.0
314,2001,3,0.0
315,2001,4,1.55
316,2001,5,0.0
317,2001,6,0.25
318,2001,7,0.1
319,2001,8,0.5
320,2001,9,0.825
321,2001,10,1.8
322,2001,11,0.0
323,2001,12,0.1
324,2002,1,0.7
325,2002,2,0.725
326,2002,3,0.0
327,2002,4,0.2
328,2002,5,0.1
329,2002,6,0.4
330,2002,7,1.1
331,2002,8,0.0
332,2002,9,0.0
333,2002,10,0.05
334,2002,11,0.525
335,2002,12,0.05
336,2003,1,0.1
337,2003,2,0.0
338,2003,3,0.0
339,2003,4,0.0
340,2003,5,1.15
341,2003,6,0.4
342,2003,7,0.9
343,2003,8,0.2
344,2003,9,0.025
345,2003,10,0.0
346,2003,11,1.05
347,2003,12,0.0
348,2004,1,1.95
349,2004,2,0.0
350,2004,3,0.0
351,2004,4,0.0
352,2004,5,0.05
353,2004,6,0.375
354,2004,7,0.35
355,2004,8,0.55
356,2004,9,0.075
357,2004,10,0.3
358,2004,11,0.175
359,2004,12,0.05
360,2005,1,0.0
361,2005,2,0.0
362,2005,3,0.0
363,2005,4,0.0
364,2005,5,0.4
365,2005,6,0.0
366,2005,7,0.1
367,2005,8,1.0
368,2005,9,0.1
369,2005,10,0.1
370,2005,11,1.0
371,2005,12,0.7
372,2006,1,0.05
373,2006,2,0.0
374,2006,3,0.0
375,2006,4,0.875
376,2006,5,0.0
377,2006,6,0.0
378,2006,7,0.0
379,2006,8,1.8
380,2006,9,0.0
381,2006,10,2.2
382,2006,11,2.525
383,2006,12,0.0
384,2007,1,1.4
385,2007,2,0.775
386,2007,3,0.0
387,2007,4,0.0
388,2007,5,0.55
389,2007,6,0.125
390,2007,7,2.4
391,2007,8,0.05
392,2007,9,0.225
393,2007,10,0.0
394,2007,11,0.0
395,2007,12,0.15
396,2008,1,2.0
397,2008,2,0.0
398,2008,3,0.3
399,2008,4,0.675
400,2008,5,0.0
401,2008,6,0.1
402,2008,7,0.2
403,2008,8,2.4
404,2008,9,0.0
405,2008,10,0.8
406,2008,11,0.0
407,2008,12,0.25
408,2009,1,0.0
409,2009,2,0.325
410,2009,3,0.0
411,2009,4,0.0
412,2009,5,0.55
413,2009,6,0.0
414,2009,7,2.45
415,2009,8,0.8
416,2009,9,0.0
417,2009,10,0.05
418,2009,11,3.1
419,2009,12,0.3
420,2010,1,0.1
421,2010,2,0.25
422,2010,3,0.05
423,2010,4,0.025
424,2010,5,0.1
425,2010,6,0.0
426,2010,7,1.5
427,2010,8,1.5
428,2010,9,0.0
429,2010,10,0.0
430,2010,11,0.0
431,2010,12,0.0
432,2011,1,0.05
433,2011,2,0.4
434,2011,3,0.0
435,2011,4,0.0
436,2011,5,0.1
437,2011,6,1.2
438,2011,7,0.3
439,2011,8,3.3
440,2011,9,1.025
441,2011,10,0.1
442,2011,11,0.0
443,2011,12,0.65
444,2012,1,0.05
445,2012,2,0.05
446,2012,3,0.0
447,2012,4,0.325
448,2012,5,0.05
449,2012,6,1.45
450,2012,7,1.95
451,2012,8,1.85
452,2012,9,0.975
453,2012,10,2.25
454,2012,11,2.175
455,2012,12,0.35
456,2013,1,0.0
457,2013,2,0.05
458,2013,3,0.0
459,2013,4,0.0
460,2013,5,1.15
461,2013,6,2.375
462,2013,7,0.0
463,2013,8,1.8
464,2013,9,0.0
465,2013,10,0.05
466,2013,11,0.0
467,2013,12,1.8
468,2014,1,0.7
469,2014,2,2.675
470,2014,3,0.05
471,2014,4,0.0
472,2014,5,0.1
473,2014,6,0.25
474,2014,7,0.2
475,2014,8,2.55
476,2014,9,0.0
477,2014,10,2.7
478,2014,11,0.35
479,2014,12,0.15
480,2015,1,3.2
481,2015,2,0.0
482,2015,3,0.25
483,2015,4,0.0
484,2015,5,2.35
485,2015,6,0.525
486,2015,7,1.0
487,2015,8,0.0
488,2015,9,0.8
489,2015,10,0.0
490,2015,11,0.05
491,2015,12,0.75
492,2016,1,0.2
493,2016,2,0.0
494,2016,3,0.1
495,2016,4,0.375
496,2016,5,0.0
497,2016,6,0.2
498,2016,7,0.35
499,2016,8,0.6
500,2016,9,0.025
501,2016,10,0.0
502,2016,11,0.9
503,2016,12,0.1
504,2017,1,0.1
505,2017,2,0.35
506,2017,3,0.1
507,2017,4,0.05
508,2017,5,0.05
509,2017,6,1.425
510,2017,7,0.1
511,2017,8,0.7
512,2017,9,0.3
513,2017,10,1.4
514,2017,11,0.85
515,2017,12,0.25
516,2018,1,1.35
517,2018,2,0.325
518,2018,3,0.05
519,2018,4,0.0
520,2018,5,0.0
521,2018,6,0.0
522,2018,7,0.0
523,2018,8,0.75
524,2018,9,0.3
525,2018,10,0.0
526,2018,11,0.075
527,2018,12,0.7
528,2019,1,0.05
529,2019,2,1.1
530,2019,3,0.3
531,2019,4,0.0
532,2019,5,0.5
533,2019,6,1.025
534,2019,7,0.7
535,2019,8,1.0
536,2019,9,0.2
537,2019,10,2.1
538,2019,11,2.7
539,2019,12,1.5
540,2020,1,0.15
541,2020,2,0.05
542,2020,3,0.0
543,2020,4,0.025
544,2020,5,0.15
545,2020,6,0.275
546,2020,7,2.1
547,2020,8,0.0
548,2020,9,0.075
549,2020,10,4.15
550,2020,11,0.15
551,2020,12,4.075
