,year,month,value
253,1996,2,1.519
254,1996,3,1.577
255,1996,4,1.353
256,1996,5,1.869
257,1996,6,1.045
258,1996,7,0.987
259,1996,8,1.176
260,1996,9,1.863
261,1996,10,1.06
262,1996,11,1.652
263,1996,12,1.882
264,1997,1,1.004
265,1997,2,1.231
266,1997,3,1.212
267,1997,4,1.854
268,1997,5,1.418
269,1997,6,1.097
270,1997,7,0.839
271,1997,8,0.827
272,1997,9,1.138
273,1997,10,1.157
274,1997,11,1.257
275,1997,12,1.909
276,1998,1,1.825
277,1998,2,1.43
278,1998,3,1.599
279,1998,4,1.468
280,1998,5,1.096
281,1998,6,0.947
282,1998,7,0.968
283,1998,8,0.979
284,1998,9,1.351
285,1998,10,1.317
286,1998,11,1.543
287,1998,12,2.18
288,1999,1,1.394
289,1999,2,1.753
290,1999,3,1.928
291,1999,4,1.466
292,1999,5,1.243
293,1999,6,0.786
294,1999,7,0.853
295,1999,8,0.854
296,1999,9,1.236
297,1999,10,0.897
298,1999,11,1.944
299,1999,12,1.802
300,2000,1,2.393
301,2000,2,1.725
302,2000,3,1.27
303,2000,4,1.893
304,2000,5,1.189
305,2000,6,1.32
306,2000,7,0.9
307,2000,8,0.645
308,2000,9,1.061
309,2000,10,1.41
310,2000,11,1.672
311,2000,12,2.201
312,2001,1,1.331
313,2001,2,2.033
314,2001,3,1.278
315,2001,4,1.964
316,2001,5,1.003
317,2001,6,1.056
318,2001,7,0.903
319,2001,8,1.095
320,2001,9,2.201
321,2001,10,1.075
322,2001,11,1.382
323,2001,12,1.918
324,2002,1,1.631
325,2002,2,1.097
326,2002,3,1.462
327,2002,4,1.11
328,2002,5,1.014
329,2002,6,0.946
330,2002,7,0.957
331,2002,8,0.919
332,2002,9,0.918
333,2002,10,1.682
334,2002,11,1.676
335,2002,12,1.817
336,2003,1,1.634
337,2003,2,1.12
338,2003,3,0.941
339,2003,4,1.86
340,2003,5,0.931
341,2003,6,0.774
342,2003,7,0.798
343,2003,8,0.816
