,year,month,value
400,2008,5,12.192
401,2008,6,15.883
402,2008,7,18.231
403,2008,8,15.269
404,2008,9,10.815
405,2008,10,6.847
406,2008,11,2.088
407,2008,12,-1.065
408,2009,1,-2.289
409,2009,2,-5.08
410,2009,3,1.068
411,2009,4,7.643
412,2009,5,11.963
413,2009,6,15.795
414,2009,7,17.39
415,2009,8,16.169
416,2009,9,12.98
417,2009,10,4.466
418,2009,11,3.915
419,2009,12,-3.697
420,2010,1,-8.087
421,2010,2,-6.429
422,2010,3,0.219
423,2010,4,5.907
424,2010,5,10.908
425,2010,6,15.318
426,2010,7,18.021
427,2010,8,16.137
428,2010,9,11.325
429,2010,10,5.735
430,2010,11,-1.785
431,2010,12,-9.247
432,2011,1,-3.485
433,2011,2,-4.954
434,2011,3,0.594
435,2011,4,9.195
436,2011,5,11.284
437,2011,6,15.865
438,2011,7,17.987
439,2011,8,16.163
440,2011,9,12.647
441,2011,10,7.692
442,2011,11,4.648
443,2011,12,0.897
444,2012,1,-2.311
445,2012,2,-2.34
446,2012,3,5.553
447,2012,4,4.835
448,2012,5,12.235
449,2012,6,13.61
450,2012,7,16.358
451,2012,8,16.147
452,2012,9,11.16
453,2012,10,5.34
454,2012,11,3.227
455,2012,12,-5.148
456,2013,1,-4.852
457,2013,2,-3.182
458,2013,3,-2.163
459,2013,4,4.258
460,2013,5,12.665
461,2013,6,15.002
462,2013,7,18.448
463,2013,8,16.284
464,2013,9,12.09
465,2013,10,7.49
466,2013,11,2.492
467,2013,12,1.968
468,2014,1,-2.521
469,2014,2,1.768
470,2014,3,4.282
471,2014,4,7.7
472,2014,5,11.897
473,2014,6,15.797
474,2014,7,20.779
475,2014,8,15.906
476,2014,9,13.16
477,2014,10,8.934
478,2014,11,4.088
479,2014,12,-2.152
480,2015,1,-0.332
481,2015,2,0.305
482,2015,3,3.482
483,2015,4,7.107
484,2015,5,8.963
485,2015,6,14.142
486,2015,7,16.224
487,2015,8,16.492
488,2015,9,12.507
489,2015,10,7.282
490,2015,11,3.278
491,2015,12,2.155
492,2016,1,-5.485
493,2016,2,-0.679
494,2016,3,2.998
495,2016,4,5.895
496,2016,5,12.119
497,2016,6,16.763
498,2016,7,17.155
499,2016,8,15.494
500,2016,9,15.063
501,2016,10,6.145
502,2016,11,0.817
503,2016,12,0.89
504,2017,1,-1.385
505,2017,2,-1.516
506,2017,3,2.603
507,2017,4,5.092
508,2017,5,11.569
509,2017,6,14.992
510,2017,7,16.934
511,2017,8,15.295
512,2017,9,12.178
513,2017,10,7.277
514,2017,11,1.665
515,2017,12,-1.495
516,2018,1,-1.745
517,2018,2,-3.97
518,2018,3,-2.442
519,2018,4,6.343
520,2018,5,15.926
521,2018,6,17.93
522,2018,7,22.097
523,2018,8,16.395
524,2018,9,12.547
525,2018,10,7.406
526,2018,11,3.34
527,2018,12,-1.153
528,2019,1,-2.75
529,2019,2,0.325
530,2019,3,2.274
531,2019,4,8.502
